"Date","Price","Open","High","Low","Vol.","Change %"
"01/01/2024","24.050","24.027","24.090","24.027","","-0.15%"
"12/29/2023","24.086","24.225","24.235","23.760","46.55K","-1.17%"
"12/28/2023","24.372","24.550","24.740","24.185","35.69K","-0.63%"
"12/27/2023","24.526","24.380","24.610","24.145","0.30K","0.99%"
"12/26/2023","24.285","24.380","24.535","24.225","0.39K","-0.92%"
"12/25/2023","24.510","24.475","24.547","24.470","","0.27%"
"12/22/2023","24.445","24.610","24.760","24.345","0.10K","-0.09%"
"12/21/2023","24.468","24.420","24.650","24.420","0.22K","-0.20%"
"12/20/2023","24.516","24.285","24.620","24.150","0.26K","1.28%"
"12/19/2023","24.206","24.025","24.325","24.025","0.09K","0.88%"
"12/18/2023","23.994","23.980","24.135","23.860","0.23K","-0.20%"
"12/15/2023","24.042","24.190","24.450","24.020","0.20K","-0.95%"
"12/14/2023","24.273","23.980","24.330","23.975","0.21K","6.39%"
"12/13/2023","22.815","22.850","23.950","22.700","0.35K","-0.40%"
"12/12/2023","22.906","23.020","23.195","22.925","0.06K","-0.20%"
"12/11/2023","22.953","23.225","23.265","22.920","0.40K","-0.90%"
"12/08/2023","23.161","24.035","24.070","23.160","0.09K","-3.26%"
"12/07/2023","23.942","24.125","24.150","23.970","0.04K","-0.71%"
"12/06/2023","24.112","24.475","24.525","24.160","0.06K","-1.30%"
"12/05/2023","24.430","24.780","24.895","24.270","0.16K","-1.44%"
"12/04/2023","24.786","26.050","26.050","24.765","0.06K","-3.70%"
"12/01/2023","25.738","25.525","25.790","25.525","0.07K","0.77%"
"11/30/2023","25.541","25.375","25.560","25.285","0.09K","0.79%"
"11/29/2023","25.342","25.430","25.680","25.245","67.40K","1.10%"
"11/28/2023","25.066","24.815","25.200","24.735","2.06K","1.06%"
"11/27/2023","24.803","24.510","25.050","24.470","1.01K","1.40%"
"11/24/2023","24.461","23.855","24.490","23.775","1.00K","3.01%"
"11/23/2023","23.747","23.655","23.837","23.650","","-0.26%"
"11/22/2023","23.808","23.960","24.075","23.720","0.15K","-0.75%"
"11/21/2023","23.989","23.695","24.160","23.680","0.41K","1.08%"
"11/20/2023","23.732","23.835","23.885","23.500","0.45K","-0.99%"
"11/17/2023","23.970","24.000","24.290","23.890","0.70K","-0.35%"
"11/16/2023","24.053","23.665","24.280","23.665","0.82K","1.67%"
"11/15/2023","23.659","23.270","23.670","23.270","0.10K","1.76%"
"11/14/2023","23.249","22.530","23.320","22.510","0.36K","3.43%"
"11/13/2023","22.477","22.500","22.500","22.130","0.13K","0.35%"
"11/10/2023","22.399","22.810","22.880","22.390","0.07K","-2.71%"
"11/09/2023","23.023","22.610","23.170","22.610","0.10K","0.77%"
"11/08/2023","22.846","22.720","22.970","22.515","0.04K","0.60%"
"11/07/2023","22.709","23.245","23.275","22.680","0.15K","-2.77%"
"11/06/2023","23.355","23.395","23.440","23.245","0.11K","-0.22%"
"11/03/2023","23.406","22.900","23.480","22.850","0.12K","1.89%"
"11/02/2023","22.971","23.235","23.355","22.900","0.15K","0.26%"
"11/01/2023","22.912","22.970","23.245","22.895","0.09K","-0.71%"
"10/31/2023","23.075","23.555","23.560","22.985","0.02K","-1.89%"
"10/30/2023","23.519","23.325","23.850","23.325","0.16K","2.76%"
"10/27/2023","22.887","22.935","23.255","22.775","46.57K","-0.09%"
"10/26/2023","22.908","23.005","23.275","22.565","59.31K","-0.43%"
"10/25/2023","23.007","23.060","23.160","22.690","55.00K","-0.47%"
"10/24/2023","23.116","23.095","23.350","22.805","48.11K","-0.40%"
"10/23/2023","23.210","23.505","23.505","22.895","51.81K","-1.25%"
"10/20/2023","23.504","23.190","23.880","23.015","82.80K","2.05%"
"10/19/2023","23.031","23.015","23.230","22.785","58.63K","-0.29%"
"10/18/2023","23.099","22.975","23.490","22.840","66.39K","0.33%"
"10/17/2023","23.024","22.780","23.180","22.535","48.47K","1.14%"
"10/16/2023","22.765","22.910","22.910","22.635","36.55K","-0.57%"
"10/13/2023","22.895","21.985","22.990","21.960","76.26K","4.26%"
"10/12/2023","21.959","22.205","22.390","21.880","51.30K","-0.79%"
"10/11/2023","22.133","22.015","22.275","21.955","45.00K","0.82%"
"10/10/2023","21.953","22.030","22.110","21.775","43.79K","0.13%"
"10/09/2023","21.924","21.940","22.180","21.705","58.31K","0.93%"
"10/06/2023","21.723","21.120","21.780","20.940","84.53K","3.35%"
"10/05/2023","21.019","21.180","21.455","20.855","57.84K","-0.60%"
"10/04/2023","21.146","21.375","21.570","20.850","68.61K","-1.08%"
"10/03/2023","21.377","21.310","21.595","20.870","82.34K","-0.21%"
"10/02/2023","21.421","22.410","22.410","21.215","98.27K","-4.58%"
"09/29/2023","22.450","22.840","23.805","22.325","112.99K","-1.28%"
"09/28/2023","22.741","22.800","22.955","22.610","67.24K","0.58%"
"09/27/2023","22.609","22.940","22.970","22.540","0.50K","-2.07%"
"09/26/2023","23.086","23.170","23.215","23.000","0.12K","-0.82%"
"09/25/2023","23.277","23.695","23.715","23.205","0.07K","-1.93%"
"09/22/2023","23.734","23.690","23.910","23.690","0.09K","0.64%"
"09/21/2023","23.582","23.335","23.635","22.980","0.08K","-0.62%"
"09/20/2023","23.728","23.225","23.760","23.225","0.29K","1.61%"
"09/19/2023","23.351","23.490","23.585","23.430","0.03K","-0.21%"
"09/18/2023","23.399","23.220","23.220","23.220","0.08K","0.46%"
"09/15/2023","23.292","22.860","23.445","22.860","0.05K","1.70%"
"09/14/2023","22.902","22.985","22.985","22.520","0.05K","-0.77%"
"09/13/2023","23.080","23.295","23.295","22.975","0.02K","-0.95%"
"09/12/2023","23.301","23.345","23.345","23.060","0.01K","0.08%"
"09/11/2023","23.282","23.280","23.385","23.200","0.02K","0.91%"
"09/08/2023","23.073","23.200","23.320","23.200","0.01K","-0.26%"
"09/07/2023","23.134","23.200","23.225","23.065","0.01K","-1.12%"
"09/06/2023","23.397","23.710","23.790","23.250","0.04K","-1.54%"
"09/05/2023","23.762","24.255","24.265","23.755","0.08K","-2.23%"
"09/04/2023","24.305","24.527","24.650","24.302","","-0.93%"
